Substrate,type
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3",ED aromatic
"InChI=1S/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H",ED aromatic
"InChI=1S/C6H5FO/c7-5-1-3-6(8)4-2-5/h1-4,8H",ED aromatic
"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",ED aromatic
"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",ED aromatic
"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H",ED aromatic
"InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H",ED aromatic
"InChI=1S/C7H5NO/c8-5-6-1-3-7(9)4-2-6/h1-4,9H",ED aromatic
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C9H11NO2/c1-3-12-9(11)8-7(2)5-4-6-10-8/h4-6H,3H2,1-2H3",pyridine and pyrimidine
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H13NO2/c1-3-15-12(14)10-4-5-11-9(8-10)6-7-13(11)2/h4-8H,3H2,1-2H3",indole
"InChI=1S/C12H15N/c1-4-10-6-2-8-13-9-3-7-11(5-1)12(10)13/h1,4-5H,2-3,6-9H2",quinoline
"InChI=1S/C12H15N/c1-4-10-6-2-8-13-9-3-7-11(5-1)12(10)13/h1,4-5H,2-3,6-9H2",quinoline
"InChI=1S/C12H15N/c1-4-10-6-2-8-13-9-3-7-11(5-1)12(10)13/h1,4-5H,2-3,6-9H2",quinoline
"InChI=1S/C12H15N/c1-4-10-6-2-8-13-9-3-7-11(5-1)12(10)13/h1,4-5H,2-3,6-9H2",quinoline
"InChI=1S/C12H15N/c1-4-10-6-2-8-13-9-3-7-11(5-1)12(10)13/h1,4-5H,2-3,6-9H2",quinoline
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C19H31NO/c1-3-5-7-12-16-20(17-13-8-6-4-2)19(21)18-14-10-9-11-15-18/h9-11,14-15H,3-8,12-13,16-17H2,1-2H3",aliphatic- nitrogen
"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",quinoline
"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",quinoline
"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",quinoline
"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",quinoline
"InChI=1S/C10H5ClF3N/c11-8-3-4-15-9-5-6(10(12,13)14)1-2-7(8)9/h1-5H",quinoline
InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,quinoline
InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,quinoline
InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,quinoline
InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,quinoline
InChI=1S/C9H5Cl2N/c10-6-1-2-7-8(11)3-4-12-9(7)5-6/h1-5H,quinoline
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H22/c1-2-3-5-8-11-9-6-4-7-10-11/h11H,2-10H2,1H3",aliphatic
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C11H23N/c1-2-3-4-6-9-12-10-7-5-8-11-12/h2-11H2,1H3",aliphatic- nitrogen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C10H20O/c1-2-3-7-10(11)8-5-4-6-9-10/h11H,2-9H2,1H3",aliphatic- oxygen
"InChI=1S/C8H14O2/c1-8(2,3)10-7(9)6-4-5-6/h6H,4-5H2,1-3H3",aliphatic- oxygen
"InChI=1S/C8H14O2/c1-8(2,3)10-7(9)6-4-5-6/h6H,4-5H2,1-3H3",aliphatic- oxygen
"InChI=1S/C8H14O2/c1-8(2,3)10-7(9)6-4-5-6/h6H,4-5H2,1-3H3",aliphatic- oxygen
"InChI=1S/C10H18O2/c1-9(2)7-11-10(12-8-9)5-3-4-6-10/h3-8H2,1-2H3",aliphatic- oxygen
"InChI=1S/C10H18O2/c1-9(2)7-11-10(12-8-9)5-3-4-6-10/h3-8H2,1-2H3",aliphatic- oxygen
"InChI=1S/C10H18O2/c1-9(2)7-11-10(12-8-9)5-3-4-6-10/h3-8H2,1-2H3",aliphatic- oxygen
"InChI=1S/C10H18O2/c1-9(2)7-11-10(12-8-9)5-3-4-6-10/h3-8H2,1-2H3",aliphatic- oxygen
"InChI=1S/C12H21NO2/c1-12(2,3)15-11(14)13-7-9-5-4-6-10(9)8-13/h9-10H,4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C12H21NO2/c1-12(2,3)15-11(14)13-7-9-5-4-6-10(9)8-13/h9-10H,4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C12H21NO2/c1-12(2,3)15-11(14)13-7-9-5-4-6-10(9)8-13/h9-10H,4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C12H21NO2/c1-12(2,3)15-11(14)13-7-9-5-4-6-10(9)8-13/h9-10H,4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C12H21NO2/c1-12(2,3)15-11(14)13-7-9-5-4-6-10(9)8-13/h9-10H,4-8H2,1-3H3",aliphatic- nitrogen
InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,aliphatic- oxygen
InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,aliphatic- oxygen
InChI=1S/C5H10O/c1-2-4-6-5-3-1/h1-5H2,aliphatic- oxygen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-5-4-6-9/h4-6H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-5-4-6-9/h4-6H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-5-4-6-9/h4-6H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C9H17NO2/c1-9(2,3)12-8(11)10-6-4-5-7-10/h4-7H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C9H17NO2/c1-9(2,3)12-8(11)10-6-4-5-7-10/h4-7H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C9H17NO2/c1-9(2,3)12-8(11)10-6-4-5-7-10/h4-7H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO2/c1-10(2,3)13-9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO2/c1-10(2,3)13-9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO2/c1-10(2,3)13-9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO2/c1-10(2,3)13-9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO/c1-10(2,3)9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO/c1-10(2,3)9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO/c1-10(2,3)9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C10H19NO/c1-10(2,3)9(12)11-7-5-4-6-8-11/h4-8H2,1-3H3",aliphatic- nitrogen
"InChI=1S/C8H12F3NO/c9-8(10,11)7(13)12-5-3-1-2-4-6-12/h1-6H2",aliphatic- nitrogen
"InChI=1S/C8H12F3NO/c9-8(10,11)7(13)12-5-3-1-2-4-6-12/h1-6H2",aliphatic- nitrogen
"InChI=1S/C8H12F3NO/c9-8(10,11)7(13)12-5-3-1-2-4-6-12/h1-6H2",aliphatic- nitrogen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-6-4-5-6/h6H,4-5H2,1-3H3,(H,9,10)",aliphatic- nitrogen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-6-4-5-6/h6H,4-5H2,1-3H3,(H,9,10)",aliphatic- nitrogen
"InChI=1S/C8H15NO2/c1-8(2,3)11-7(10)9-6-4-5-6/h6H,4-5H2,1-3H3,(H,9,10)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C11H21NO/c1-5-6-8-7-9(8)12-10(13)11(2,3)4/h8-9H,5-7H2,1-4H3,(H,12,13)",aliphatic- nitrogen
"InChI=1S/C12H16ClNO2/c1-12(2,3)16-11(15)14(4)10-7-5-6-9(13)8-10/h5-8H,1-4H3",ED aromatic
"InChI=1S/C12H16ClNO2/c1-12(2,3)16-11(15)14(4)10-7-5-6-9(13)8-10/h5-8H,1-4H3",ED aromatic
"InChI=1S/C12H16ClNO2/c1-12(2,3)16-11(15)14(4)10-7-5-6-9(13)8-10/h5-8H,1-4H3",ED aromatic
"InChI=1S/C12H16ClNO2/c1-12(2,3)16-11(15)14(4)10-7-5-6-9(13)8-10/h5-8H,1-4H3",ED aromatic
"InChI=1S/C12H16ClNO2/c1-12(2,3)16-11(15)14(4)10-7-5-6-9(13)8-10/h5-8H,1-4H3",ED aromatic
"InChI=1S/C16H22ClNO4/c1-15(2,3)21-13(19)18(14(20)22-16(4,5)6)12-9-7-8-11(17)10-12/h7-10H,1-6H3",ED aromatic
"InChI=1S/C16H22ClNO4/c1-15(2,3)21-13(19)18(14(20)22-16(4,5)6)12-9-7-8-11(17)10-12/h7-10H,1-6H3",ED aromatic
"InChI=1S/C16H22ClNO4/c1-15(2,3)21-13(19)18(14(20)22-16(4,5)6)12-9-7-8-11(17)10-12/h7-10H,1-6H3",ED aromatic
"InChI=1S/C16H22ClNO4/c1-15(2,3)21-13(19)18(14(20)22-16(4,5)6)12-9-7-8-11(17)10-12/h7-10H,1-6H3",ED aromatic
"InChI=1S/C16H22ClNO4/c1-15(2,3)21-13(19)18(14(20)22-16(4,5)6)12-9-7-8-11(17)10-12/h7-10H,1-6H3",ED aromatic
"InChI=1S/C12H14F3NO2/c1-11(2,3)18-10(17)16-9-6-4-8(5-7-9)12(13,14)15/h4-7H,1-3H3,(H,16,17)",ED aromatic
"InChI=1S/C12H14F3NO2/c1-11(2,3)18-10(17)16-9-6-4-8(5-7-9)12(13,14)15/h4-7H,1-3H3,(H,16,17)",ED aromatic
"InChI=1S/C12H14F3NO2/c1-11(2,3)18-10(17)16-9-6-4-8(5-7-9)12(13,14)15/h4-7H,1-3H3,(H,16,17)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-8(12)5-7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-8(12)5-7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-8(12)5-7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C14H19ClN2O4/c1-14(2,3)21-12(18)16-9-6-7-11(10(15)8-9)20-13(19)17(4)5/h6-8H,1-5H3,(H,16,18)",ED aromatic
"InChI=1S/C14H19ClN2O4/c1-14(2,3)21-12(18)16-9-6-7-11(10(15)8-9)20-13(19)17(4)5/h6-8H,1-5H3,(H,16,18)",ED aromatic
"InChI=1S/C14H19ClN2O4/c1-14(2,3)21-12(18)16-9-6-7-11(10(15)8-9)20-13(19)17(4)5/h6-8H,1-5H3,(H,16,18)",ED aromatic
"InChI=1S/C14H19ClN2O4/c1-14(2,3)21-12(18)16-9-6-7-11(10(15)8-9)20-13(19)17(4)5/h6-8H,1-5H3,(H,16,18)",ED aromatic
"InChI=1S/C14H19ClN2O4/c1-14(2,3)21-12(18)16-9-6-7-11(10(15)8-9)20-13(19)17(4)5/h6-8H,1-5H3,(H,16,18)",ED aromatic
"InChI=1S/C12H16ClNO/c1-12(2,3)8-11(15)14-10-6-4-5-9(13)7-10/h4-7H,8H2,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16ClNO/c1-12(2,3)8-11(15)14-10-6-4-5-9(13)7-10/h4-7H,8H2,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16ClNO/c1-12(2,3)8-11(15)14-10-6-4-5-9(13)7-10/h4-7H,8H2,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16ClNO/c1-12(2,3)8-11(15)14-10-6-4-5-9(13)7-10/h4-7H,8H2,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16ClNO/c1-12(2,3)8-11(15)14-10-6-4-5-9(13)7-10/h4-7H,8H2,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)13-10(14)15-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C12H16FNO2/c1-8-7-9(5-6-10(8)13)14-11(15)16-12(2,3)4/h5-7H,1-4H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16FNO2/c1-8-7-9(5-6-10(8)13)14-11(15)16-12(2,3)4/h5-7H,1-4H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16FNO2/c1-8-7-9(5-6-10(8)13)14-11(15)16-12(2,3)4/h5-7H,1-4H3,(H,14,15)",ED aromatic
"InChI=1S/C12H16FNO2/c1-8-7-9(5-6-10(8)13)14-11(15)16-12(2,3)4/h5-7H,1-4H3,(H,14,15)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H14ClNO2/c1-11(2,3)15-10(14)13-9-6-4-5-8(12)7-9/h4-7H,1-3H3,(H,13,14)",ED aromatic
"InChI=1S/C11H13ClFNO2/c1-11(2,3)16-10(15)14-7-4-5-8(12)9(13)6-7/h4-6H,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C11H13ClFNO2/c1-11(2,3)16-10(15)14-7-4-5-8(12)9(13)6-7/h4-6H,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C11H13ClFNO2/c1-11(2,3)16-10(15)14-7-4-5-8(12)9(13)6-7/h4-6H,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C11H13ClFNO2/c1-11(2,3)16-10(15)14-7-4-5-8(12)9(13)6-7/h4-6H,1-3H3,(H,14,15)",ED aromatic
"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",ER aromatic
"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",ER aromatic
"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",ER aromatic
"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",ER aromatic
"InChI=1S/C12H18/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-10H,1-4H3",ER aromatic
"InChI=1S/C8H4F3N/c9-8(10,11)7-3-1-6(5-12)2-4-7/h1-4H",ED aromatic
"InChI=1S/C8H4F3N/c9-8(10,11)7-3-1-6(5-12)2-4-7/h1-4H",ED aromatic
InChI=1S/C5H3Cl2N/c6-4-2-1-3-8-5(4)7/h1-3H,pyridine and pyrimidine
InChI=1S/C5H3Cl2N/c6-4-2-1-3-8-5(4)7/h1-3H,pyridine and pyrimidine
InChI=1S/C5H3Cl2N/c6-4-2-1-3-8-5(4)7/h1-3H,pyridine and pyrimidine
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H10S/c1-9-2-4-10(5-3-9)11-6-7-12-8-11/h2-8H,1H3",thiophene
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C11H11N/c1-8-3-5-10-6-4-9(2)12-11(10)7-8/h3-7H,1-2H3",quinoline
"InChI=1S/C7H7F5OS/c1-13-6-3-2-4-7(5-6)14(8,9,10,11)12/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7F5OS/c1-13-6-3-2-4-7(5-6)14(8,9,10,11)12/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7F5OS/c1-13-6-3-2-4-7(5-6)14(8,9,10,11)12/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7F5OS/c1-13-6-3-2-4-7(5-6)14(8,9,10,11)12/h2-5H,1H3",ED aromatic
"InChI=1S/C7H7F5OS/c1-13-6-3-2-4-7(5-6)14(8,9,10,11)12/h2-5H,1H3",ED aromatic
"InChI=1S/C7H4F5NS/c8-14(9,10,11,12)7-3-1-2-6(4-7)5-13/h1-4H",ED aromatic
"InChI=1S/C7H4F5NS/c8-14(9,10,11,12)7-3-1-2-6(4-7)5-13/h1-4H",ED aromatic
"InChI=1S/C7H4F5NS/c8-14(9,10,11,12)7-3-1-2-6(4-7)5-13/h1-4H",ED aromatic
"InChI=1S/C7H4F5NS/c8-14(9,10,11,12)7-3-1-2-6(4-7)5-13/h1-4H",ED aromatic
"InChI=1S/C8H7F5O2S/c1-15-8(14)6-3-2-4-7(5-6)16(9,10,11,12)13/h2-5H,1H3",ED aromatic
"InChI=1S/C8H7F5O2S/c1-15-8(14)6-3-2-4-7(5-6)16(9,10,11,12)13/h2-5H,1H3",ED aromatic
"InChI=1S/C8H7F5O2S/c1-15-8(14)6-3-2-4-7(5-6)16(9,10,11,12)13/h2-5H,1H3",ED aromatic
